,TenantId,TimeGenerated,FlowStartTime,FlowEndTime,FlowIntervalEndTime,FlowType,ResourceGroup,VMName,VMIPAddress,PublicIPs,SrcIP,DestIP,L4Protocol,L7Protocol,DestPort,FlowDirection,AllowedOutFlows,AllowedInFlows,DeniedInFlows,DeniedOutFlows,RemoteRegion,VMRegion,AllExtIPs,TotalAllowedFlows
825,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 01:23:47.618,2019-02-13 00:03:23.000,2019-02-13 00:54:35.000,2019-02-13 01:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['52.168.138.145'],,,U,ntp,123.0,O,4.0,0.0,0.0,0.0,eastus,eastus,52.168.138.145,4.0
823,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 01:23:47.618,2019-02-13 00:04:27.000,2019-02-13 00:54:23.000,2019-02-13 01:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['13.71.172.130'],,,T,https,443.0,O,12.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.130,12.0
828,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 01:23:47.634,2019-02-13 00:13:36.000,2019-02-13 00:58:37.000,2019-02-13 01:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '40.79.85.125']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,eastus2,eastus,40.79.85.125,5.0
827,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 01:23:47.634,2019-02-13 00:13:36.000,2019-02-13 00:58:37.000,2019-02-13 01:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '40.79.85.125']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.109,5.0
824,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 01:23:47.618,2019-02-13 00:38:42.000,2019-02-13 00:53:42.000,2019-02-13 01:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['40.124.45.19'],,,T,https,443.0,O,2.0,0.0,0.0,0.0,southcentralus,eastus,40.124.45.19,2.0
826,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 01:23:47.634,2019-02-13 00:39:33.000,2019-02-13 00:47:33.000,2019-02-13 01:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['20.38.98.100'],,,T,https,443.0,O,2.0,0.0,0.0,0.0,eastus,eastus,20.38.98.100,2.0
830,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 01:23:47.634,2019-02-13 00:55:10.000,2019-02-13 00:57:33.000,2019-02-13 01:00:00.000,IntraVNet,,,,,10.0.3.4,10.0.3.5,T,microsoft-ds,445.0,I,0.0,3.0,0.0,0.0,,eastus,10.0.3.4,3.0
829,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 01:23:47.634,2019-02-13 00:55:10.000,2019-02-13 00:57:33.000,2019-02-13 01:00:00.000,IntraVNet,,,,,10.0.3.4,10.0.3.5,T,microsoft-ds,445.0,O,3.0,0.0,0.0,0.0,,eastus,10.0.3.5,3.0
810,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 02:23:01.728,2019-02-13 00:59:51.000,2019-02-13 01:56:01.000,2019-02-13 02:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['13.71.172.130'],,,T,https,443.0,O,13.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.130,13.0
811,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 02:23:01.728,2019-02-13 01:08:43.000,2019-02-13 01:08:43.000,2019-02-13 02:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['40.124.45.19'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,southcentralus,eastus,40.124.45.19,1.0
812,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 02:23:01.728,2019-02-13 01:11:39.000,2019-02-13 01:45:47.000,2019-02-13 02:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['52.168.138.145'],,,U,ntp,123.0,O,3.0,0.0,0.0,0.0,eastus,eastus,52.168.138.145,3.0
814,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 02:23:01.728,2019-02-13 01:11:50.000,2019-02-13 01:58:37.000,2019-02-13 02:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '40.77.228.69']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.109,5.0
815,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 02:23:01.728,2019-02-13 01:11:50.000,2019-02-13 01:58:37.000,2019-02-13 02:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '40.77.228.69']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,eastus2,eastus,40.77.228.69,5.0
813,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 02:23:01.728,2019-02-13 01:29:01.000,2019-02-13 01:29:01.000,2019-02-13 02:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['172.217.8.3'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,,eastus,172.217.8.3,1.0
804,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 03:24:08.123,2019-02-13 02:01:36.000,2019-02-13 02:54:30.000,2019-02-13 03:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['13.71.172.130'],,,T,https,443.0,O,12.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.130,12.0
806,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 03:24:08.123,2019-02-13 02:02:51.000,2019-02-13 02:54:03.000,2019-02-13 03:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['52.168.138.145'],,,U,ntp,123.0,O,4.0,0.0,0.0,0.0,eastus,eastus,52.168.138.145,4.0
807,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 03:24:08.123,2019-02-13 02:08:43.000,2019-02-13 02:58:38.000,2019-02-13 03:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '65.55.44.108', '40.77.228.69']",,,T,https,443.0,O,6.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.109,6.0
808,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 03:24:08.123,2019-02-13 02:08:43.000,2019-02-13 02:58:38.000,2019-02-13 03:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '65.55.44.108', '40.77.228.69']",,,T,https,443.0,O,6.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.108,6.0
809,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 03:24:08.123,2019-02-13 02:08:43.000,2019-02-13 02:58:38.000,2019-02-13 03:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '65.55.44.108', '40.77.228.69']",,,T,https,443.0,O,6.0,0.0,0.0,0.0,eastus2,eastus,40.77.228.69,6.0
805,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 03:24:08.123,2019-02-13 02:23:43.000,2019-02-13 02:38:43.000,2019-02-13 03:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['40.124.45.19'],,,T,https,443.0,O,2.0,0.0,0.0,0.0,southcentralus,eastus,40.124.45.19,2.0
788,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 04:22:44.061,2019-02-13 03:00:01.000,2019-02-13 03:55:33.000,2019-02-13 04:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['13.71.172.130'],,,T,https,443.0,O,13.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.130,13.0
791,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 04:22:44.061,2019-02-13 03:11:07.000,2019-02-13 03:45:15.000,2019-02-13 04:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['52.168.138.145'],,,U,ntp,123.0,O,3.0,0.0,0.0,0.0,eastus,eastus,52.168.138.145,3.0
794,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 04:22:44.061,2019-02-13 03:13:38.000,2019-02-13 03:58:39.000,2019-02-13 04:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '65.55.44.108']",,,T,https,443.0,O,8.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.108,8.0
793,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 04:22:44.061,2019-02-13 03:13:38.000,2019-02-13 03:58:39.000,2019-02-13 04:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '65.55.44.108']",,,T,https,443.0,O,8.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.109,8.0
790,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 04:22:44.061,2019-02-13 03:22:50.000,2019-02-13 03:22:50.000,2019-02-13 04:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['40.77.232.95'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,westcentralus,eastus,40.77.232.95,1.0
792,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 04:22:44.061,2019-02-13 03:53:10.000,2019-02-13 03:53:11.000,2019-02-13 04:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['72.21.81.200'],,,T,https,443.0,O,2.0,0.0,0.0,0.0,,eastus,72.21.81.200,2.0
789,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 04:22:44.061,2019-02-13 03:54:11.000,2019-02-13 03:54:11.000,2019-02-13 04:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['72.21.91.29'],,,T,http,80.0,O,1.0,0.0,0.0,0.0,,eastus,72.21.91.29,1.0
795,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 05:22:27.769,2019-02-13 04:01:01.000,2019-02-13 04:55:12.000,2019-02-13 05:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['13.71.172.130'],,,T,https,443.0,O,12.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.130,12.0
798,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 05:22:27.769,2019-02-13 04:02:19.000,2019-02-13 04:53:31.000,2019-02-13 05:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['52.168.138.145'],,,U,ntp,123.0,O,4.0,0.0,0.0,0.0,eastus,eastus,52.168.138.145,4.0
799,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 05:22:27.769,2019-02-13 04:02:42.000,2019-02-13 04:22:43.000,2019-02-13 05:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['20.38.98.100'],,,T,https,443.0,O,2.0,0.0,0.0,0.0,eastus,eastus,20.38.98.100,2.0
797,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 05:22:27.769,2019-02-13 04:08:43.000,2019-02-13 04:08:43.000,2019-02-13 05:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['40.124.45.19'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,southcentralus,eastus,40.124.45.19,1.0
802,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 05:22:27.769,2019-02-13 04:12:49.000,2019-02-13 04:58:39.000,2019-02-13 05:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '65.55.44.108', '13.68.93.109', '40.77.228.69']",,,T,https,443.0,O,9.0,0.0,0.0,0.0,eastus2,eastus,13.68.93.109,9.0
801,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 05:22:27.769,2019-02-13 04:12:49.000,2019-02-13 04:58:39.000,2019-02-13 05:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '65.55.44.108', '13.68.93.109', '40.77.228.69']",,,T,https,443.0,O,9.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.108,9.0
803,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 05:22:27.769,2019-02-13 04:12:49.000,2019-02-13 04:58:39.000,2019-02-13 05:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '65.55.44.108', '13.68.93.109', '40.77.228.69']",,,T,https,443.0,O,9.0,0.0,0.0,0.0,eastus2,eastus,40.77.228.69,9.0
800,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 05:22:27.769,2019-02-13 04:12:49.000,2019-02-13 04:58:39.000,2019-02-13 05:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '65.55.44.108', '13.68.93.109', '40.77.228.69']",,,T,https,443.0,O,9.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.109,9.0
796,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 05:22:27.769,2019-02-13 04:56:12.000,2019-02-13 04:56:12.000,2019-02-13 05:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['13.107.4.50'],,,T,http,80.0,O,1.0,0.0,0.0,0.0,,eastus,13.107.4.50,1.0
772,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 06:23:20.239,2019-02-13 04:59:37.000,2019-02-13 05:59:10.000,2019-02-13 06:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['13.71.172.130'],,,T,https,443.0,O,13.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.130,13.0
780,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 06:23:20.255,2019-02-13 05:08:43.000,2019-02-13 05:58:40.000,2019-02-13 06:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '65.55.44.108']",,,T,https,443.0,O,3.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.108,3.0
779,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 06:23:20.255,2019-02-13 05:08:43.000,2019-02-13 05:58:40.000,2019-02-13 06:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '65.55.44.108']",,,T,https,443.0,O,3.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.109,3.0
775,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 06:23:20.255,2019-02-13 05:10:35.000,2019-02-13 05:44:43.000,2019-02-13 06:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['52.168.138.145'],,,U,ntp,123.0,O,3.0,0.0,0.0,0.0,eastus,eastus,52.168.138.145,3.0
776,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 06:23:20.255,2019-02-13 05:28:39.000,2019-02-13 05:43:40.000,2019-02-13 06:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['40.77.226.250'],,,T,https,443.0,O,2.0,0.0,0.0,0.0,northeurope,eastus,40.77.226.250,2.0
773,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 06:23:20.255,2019-02-13 05:38:44.000,2019-02-13 05:38:44.000,2019-02-13 06:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['40.124.45.19'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,southcentralus,eastus,40.124.45.19,1.0
774,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 06:23:20.255,2019-02-13 05:46:50.000,2019-02-13 05:46:50.000,2019-02-13 06:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['40.77.232.95'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,westcentralus,eastus,40.77.232.95,1.0
764,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 07:22:35.252,2019-02-13 06:01:47.000,2019-02-13 06:52:59.000,2019-02-13 07:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['52.168.138.145'],,,U,ntp,123.0,O,4.0,0.0,0.0,0.0,eastus,eastus,52.168.138.145,4.0
761,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 07:22:35.252,2019-02-13 06:04:34.000,2019-02-13 06:55:37.000,2019-02-13 07:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['13.71.172.130'],,,T,https,443.0,O,12.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.130,12.0
762,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 07:22:35.252,2019-02-13 06:10:31.000,2019-02-13 06:10:31.000,2019-02-13 07:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['72.21.91.29'],,,T,http,80.0,O,1.0,0.0,0.0,0.0,,eastus,72.21.91.29,1.0
768,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 07:22:35.267,2019-02-13 06:13:40.000,2019-02-13 06:58:41.000,2019-02-13 07:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '65.55.44.108']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.108,5.0
767,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 07:22:35.267,2019-02-13 06:13:40.000,2019-02-13 06:58:41.000,2019-02-13 07:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '65.55.44.108']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.109,5.0
765,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 07:22:35.267,2019-02-13 06:28:14.000,2019-02-13 06:28:14.000,2019-02-13 07:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['172.217.15.99'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,,eastus,172.217.15.99,1.0
763,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 07:22:35.252,2019-02-13 06:38:44.000,2019-02-13 06:53:44.000,2019-02-13 07:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['40.124.45.19'],,,T,https,443.0,O,2.0,0.0,0.0,0.0,southcentralus,eastus,40.124.45.19,2.0
766,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 07:22:35.267,2019-02-13 06:43:34.000,2019-02-13 06:43:34.000,2019-02-13 07:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['20.38.98.100'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,eastus,eastus,20.38.98.100,1.0
769,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 08:23:31.719,2019-02-13 06:59:50.000,2019-02-13 07:56:33.000,2019-02-13 08:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['13.71.172.130'],,,T,https,443.0,O,13.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.130,13.0
777,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 08:23:31.781,2019-02-13 07:08:51.000,2019-02-13 07:58:42.000,2019-02-13 08:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '40.77.228.69']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.109,5.0
778,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 08:23:31.781,2019-02-13 07:08:51.000,2019-02-13 07:58:42.000,2019-02-13 08:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '40.77.228.69']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,eastus2,eastus,40.77.228.69,5.0
771,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 08:23:31.766,2019-02-13 07:10:03.000,2019-02-13 07:44:11.000,2019-02-13 08:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['52.168.138.145'],,,U,ntp,123.0,O,3.0,0.0,0.0,0.0,eastus,eastus,52.168.138.145,3.0
756,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 09:24:44.134,2019-02-13 08:01:15.000,2019-02-13 08:52:27.000,2019-02-13 09:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['52.168.138.145'],,,U,ntp,123.0,O,4.0,0.0,0.0,0.0,eastus,eastus,52.168.138.145,4.0
754,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 09:24:44.134,2019-02-13 08:02:02.000,2019-02-13 08:57:49.000,2019-02-13 09:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['13.71.172.130'],,,T,https,443.0,O,13.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.130,13.0
755,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 09:24:44.134,2019-02-13 08:08:44.000,2019-02-13 08:08:44.000,2019-02-13 09:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['40.124.45.19'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,southcentralus,eastus,40.124.45.19,1.0
760,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 09:24:44.134,2019-02-13 08:13:42.000,2019-02-13 08:58:42.000,2019-02-13 09:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '65.55.44.108', '40.77.228.69']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,eastus2,eastus,40.77.228.69,5.0
758,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 09:24:44.134,2019-02-13 08:13:42.000,2019-02-13 08:58:42.000,2019-02-13 09:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '65.55.44.108', '40.77.228.69']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.109,5.0
759,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 09:24:44.134,2019-02-13 08:13:42.000,2019-02-13 08:58:42.000,2019-02-13 09:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '65.55.44.108', '40.77.228.69']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.108,5.0
757,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 09:24:44.134,2019-02-13 08:28:42.000,2019-02-13 08:28:42.000,2019-02-13 09:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['40.77.226.250'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,northeurope,eastus,40.77.226.250,1.0
746,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 10:42:20.946,2019-02-13 09:03:00.000,2019-02-13 09:55:59.000,2019-02-13 10:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['13.71.172.130'],,,T,https,443.0,O,12.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.130,12.0
748,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 10:42:20.946,2019-02-13 09:09:31.000,2019-02-13 09:43:39.000,2019-02-13 10:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['52.168.138.145'],,,U,ntp,123.0,O,3.0,0.0,0.0,0.0,eastus,eastus,52.168.138.145,3.0
751,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 10:42:20.946,2019-02-13 09:09:40.000,2019-02-13 09:09:40.000,2019-02-13 10:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['20.38.98.100'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,eastus,eastus,20.38.98.100,1.0
753,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 10:42:20.946,2019-02-13 09:13:42.000,2019-02-13 09:58:43.000,2019-02-13 10:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '65.55.44.108']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.108,5.0
752,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 10:42:20.946,2019-02-13 09:13:42.000,2019-02-13 09:58:43.000,2019-02-13 10:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '65.55.44.108']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.109,5.0
749,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 10:42:20.946,2019-02-13 09:28:42.000,2019-02-13 09:28:42.000,2019-02-13 10:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['40.77.226.250'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,northeurope,eastus,40.77.226.250,1.0
747,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 10:42:20.946,2019-02-13 09:51:51.000,2019-02-13 09:51:51.000,2019-02-13 10:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['40.77.232.95'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,westcentralus,eastus,40.77.232.95,1.0
750,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 10:42:20.946,2019-02-13 09:53:10.000,2019-02-13 09:53:11.000,2019-02-13 10:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['72.21.81.200'],,,T,https,443.0,O,2.0,0.0,0.0,0.0,,eastus,72.21.81.200,2.0
743,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 11:18:43.949,2019-02-13 10:00:43.000,2019-02-13 10:51:55.000,2019-02-13 11:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['52.168.138.145'],,,U,ntp,123.0,O,4.0,0.0,0.0,0.0,eastus,eastus,52.168.138.145,4.0
738,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 11:18:43.949,2019-02-13 10:00:48.000,2019-02-13 10:56:03.000,2019-02-13 11:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['13.71.172.130'],,,T,https,443.0,O,12.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.130,12.0
745,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 11:18:43.949,2019-02-13 10:13:43.000,2019-02-13 10:58:43.000,2019-02-13 11:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['65.55.44.109'],,,T,https,443.0,O,4.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.109,4.0
